iter	RMSE
1666	10.65835024
1667	10.65737987
1668	10.65613989
1669	10.65556682
1670	10.65424565
1671	10.65316961
1672	10.65185321
1673	10.64945552
1674	10.64831353
1675	10.64627493
1676	10.64538747
1677	10.64433382
1678	10.64276506
1679	10.64105244
1680	10.63937917
1681	10.63654699
1682	10.63491283
1683	10.63387136
1684	10.63302225
1685	10.63201085
1686	10.63069301
1687	10.62980779
1688	10.62832248
1689	10.62726777
1690	10.6261317
1691	10.62473417
1692	10.62268359
1693	10.62088933
1694	10.62002614
1695	10.61945547
1696	10.61792933
1697	10.61631626
1698	10.6150981
1699	10.61414361
