iter	RMSE
129	13.04796415
130	13.04488213
131	13.04257406
132	13.03840175
133	13.03493314
134	13.03314757
135	13.03101899
136	13.02786381
137	13.02600484
138	13.02339527
139	13.0207698
140	13.01892296
141	13.0166414
142	13.0139776
143	13.01073111
144	13.00750072
145	13.00390564
146	13.00076807
147	12.99867588
148	12.99543309
149	12.99372785
150	12.99253343
151	12.98987812
152	12.98731818
153	12.98320363
154	12.98056746
155	12.97834854
156	12.97622261
157	12.97404525
158	12.97259489
159	12.96984809
160	12.96677526
161	12.96421823
162	12.9625926
163	12.96100924
164	12.95991685
165	12.95828123
166	12.95675094
167	12.95447276
168	12.95164438
169	12.94947197
170	12.94781441
171	12.94547839
172	12.94141866
173	12.93915203
174	12.93738912
175	12.93586582
176	12.93321297
177	12.93006288
178	12.92815172
179	12.92645778
180	12.92443242
181	12.92277275
182	12.91953476
183	12.91629043
184	12.91405681
185	12.91093446
186	12.90910625
187	12.90681629
188	12.90247203
189	12.90017289
190	12.89846491
191	12.89574445
192	12.8933711
193	12.8914189
194	12.88747524
195	12.88556279
196	12.88379306
197	12.88190532
198	12.87921396
199	12.87679866
200	12.87448147
201	12.87041598
202	12.86807592
203	12.8654349
204	12.86346214
205	12.86174411
206	12.86044644
207	12.85785731
208	12.85543093
209	12.85398247
210	12.85127634
211	12.84889418
212	12.8464646
213	12.84407548
214	12.84265075
215	12.83956516
216	12.83709053
217	12.83579933
218	12.83396883
219	12.83207587
220	12.83112284
221	12.82907011
222	12.82675344
223	12.82388346
224	12.82167194
225	12.81944125
226	12.81508325
227	12.81378694
228	12.81221644
229	12.81006533
230	12.80877795
231	12.80722282
232	12.80490357
233	12.80233144
234	12.80056626
235	12.79782776
236	12.79556144
237	12.79459189
238	12.79303177
239	12.79167696
240	12.79046306
241	12.78845013
242	12.78651171
243	12.78438579
244	12.78215412
245	12.78010006
246	12.77865371
247	12.77794059
248	12.77503232
249	12.77288249
250	12.77017874
251	12.76845119
252	12.76631089
253	12.76419581
254	12.76217042
255	12.75881138
256	12.75691502
257	12.7553269
258	12.75304916
259	12.75180347
260	12.74993723
261	12.74762928
262	12.74323614
263	12.74147646
264	12.73803627
265	12.73614142
266	12.73358032
267	12.73150951
268	12.7290351
269	12.72456357
270	12.72226646
271	12.72011373
272	12.71806722
273	12.7162017
274	12.71417384
275	12.7132042
276	12.71065288
277	12.70920377
278	12.70637233
279	12.70388012
280	12.70028998
281	12.69779034
282	12.69632054
283	12.69482699
284	12.69204063
285	12.69029814
286	12.68850241
287	12.68690124
288	12.68570637
289	12.68439437
290	12.68259425
291	12.68037447
292	12.6787487
293	12.6754141
294	12.67309656
295	12.67153206
296	12.66931446
297	12.66732771
298	12.66484665
299	12.66319755
300	12.66050922
301	12.65910284
302	12.65799263
303	12.65586639
304	12.65241245
305	12.65013646
306	12.64851867
307	12.64671311
308	12.64489017
309	12.64338581
310	12.64168277
311	12.64076489
312	12.63912555
313	12.63749164
314	12.63455926
315	12.63265694
316	12.63076171
317	12.62990866
318	12.62872505
319	12.62714375
320	12.62509618
321	12.62260485
322	12.62015739
323	12.61743537
324	12.6156287
325	12.6134741
326	12.61202582
327	12.61048348
328	12.60905053
329	12.60715196
330	12.60549239
331	12.60397448
332	12.60210557
333	12.60024689
334	12.59893397
335	12.59675767
336	12.59555464
337	12.59383483
338	12.59197427
339	12.58872871
340	12.58667434
341	12.58521111
342	12.5830261
343	12.58117124
344	12.57967291
345	12.57752289
346	12.57610315
347	12.57377875
348	12.57251567
349	12.5712975
350	12.56752795
351	12.56571705
352	12.56406618
353	12.56199895
354	12.56197992
355	12.55972494
356	12.55891626
357	12.55680898
358	12.55510369
359	12.55374321
360	12.553736
361	12.55274217
362	12.54976726
363	12.54814094
364	12.54644491
365	12.54476693
366	12.54202192
367	12.54036313
368	12.53850774
369	12.53673482
370	12.53489367
371	12.53294815
372	12.53114502
373	12.5296913
374	12.52766957
375	12.52696093
376	12.52459885
377	12.52132747
378	12.51970304
379	12.51771259
380	12.51476237
381	12.51266242
382	12.50993526
383	12.50850174
384	12.50696334
385	12.50497585
386	12.50408942
387	12.50229153
388	12.50021368
389	12.49786576
390	12.49573394
391	12.49371087
392	12.49173393
393	12.48974297
394	12.48764845
395	12.48510424
396	12.48246857
397	12.48127286
398	12.47871928
399	12.47690609
400	12.47465176
401	12.4723475
402	12.47234574
403	12.47042923
404	12.46857077
405	12.46727631
406	12.46567289
407	12.46392126
408	12.46212695
409	12.46077301
410	12.45911476
411	12.45661138
412	12.45427376
413	12.45184652
414	12.44965235
415	12.44806748
416	12.44669796
417	12.44411498
418	12.44189865
419	12.44062103
420	12.43964185
421	12.43706236
422	12.4358594
423	12.43486785
424	12.43300554
425	12.43004665
426	12.42885198
427	12.42689652
428	12.42423854
429	12.42253029
430	12.42062104
431	12.41926689
432	12.4172551
433	12.41521173
434	12.41343158
435	12.41165904
436	12.40998016
437	12.40876344
438	12.40630862
439	12.40470763
440	12.40375111
441	12.40206724
442	12.40062005
443	12.39930135
444	12.39795411
445	12.39637696
446	12.39505854
447	12.39300383
448	12.39096424
449	12.38919021
450	12.3878414
451	12.38620896
452	12.38451582
453	12.38255976
454	12.38139171
455	12.37975339
456	12.37847672
457	12.37683982
458	12.3735521
459	12.37188709
460	12.37059055
461	12.36835602
462	12.36638185
463	12.36459547
464	12.36248334
465	12.36116431
466	12.35988671
467	12.35851379
468	12.35679488
469	12.35505438
470	12.35385831
471	12.35212934
472	12.35083999
473	12.34897036
474	12.34779773
475	12.34571773
476	12.34381839
477	12.34157254
478	12.34008155
479	12.33906435
480	12.338052
481	12.33676035
482	12.33578007
483	12.3341567
484	12.33289031
485	12.33120633
486	12.32958293
487	12.32853715
488	12.32706647
489	12.32444888
490	12.32328865
491	12.32168701
492	12.320873
493	12.31975906
494	12.3185636
495	12.31744108
496	12.31492726
497	12.31352961
498	12.31236406
499	12.3098265
500	12.30859596
501	12.30659408
502	12.30570398
503	12.30445114
504	12.30327797
505	12.30245925
506	12.30020901
507	12.29831604
508	12.2971225
509	12.29621339
510	12.29454986
511	12.29283326
512	12.29109419
513	12.28973336
514	12.28849785
515	12.28759816
516	12.28609509
517	12.28438453
518	12.2833127
519	12.28122877
520	12.28053549
521	12.27879999
522	12.27741688
523	12.27648503
524	12.27521768
525	12.27340155
526	12.27204013
527	12.27069953
528	12.26920231
529	12.26702997
530	12.26459077
531	12.26342207
532	12.26204275
533	12.26042381
534	12.25906386
535	12.25744935
536	12.25590505
537	12.25381916
538	12.25269284
539	12.24901221
540	12.24711946
541	12.2463827
542	12.24374346
543	12.24169655
544	12.2402921
545	12.23907985
546	12.23800572
547	12.23677414
548	12.23553187
549	12.23459698
550	12.23360841
551	12.23267595
552	12.23159267
553	12.23068444
554	12.22866739
555	12.22800512
556	12.2261514
557	12.22472867
558	12.22306019
559	12.22233238
560	12.22048294
561	12.21920239
562	12.21848656
563	12.2174915
564	12.21646141
565	12.21528432
566	12.21379516
567	12.21264736
568	12.20971032
569	12.20820615
570	12.20619288
571	12.20496008
572	12.20259718
573	12.20065474
574	12.19967844
575	12.19839151
576	12.19532538
577	12.19428461
578	12.19297289
579	12.19115807
580	12.19007241
581	12.18869805
582	12.18547042
583	12.18415044
584	12.18315047
585	12.18152071
586	12.17993982
587	12.17800812
588	12.17644771
589	12.17510569
590	12.17431623
591	12.17204544
592	12.16990868
593	12.1672806
594	12.16568824
595	12.16449877
596	12.16320177
597	12.16208613
598	12.16053994
599	12.15914509
600	12.15766029
601	12.15685386
602	12.15507711
603	12.15255062
604	12.15166105
605	12.1499458
606	12.14825146
607	12.14626038
608	12.14482085
609	12.14321109
610	12.14136234
611	12.1402009
612	12.13906873
613	12.13784416
614	12.1362565
615	12.13539513
616	12.13401064
617	12.13271783
618	12.13166866
619	12.12994275
620	12.1282784
621	12.12657111
622	12.12499396
623	12.12351597
624	12.12175113
625	12.12102295
626	12.11800378
627	12.11706028
628	12.11476684
629	12.11378259
630	12.11173338
631	12.10958736
632	12.10785524
633	12.10550481
634	12.10430313
635	12.10334794
636	12.10124742
637	12.10023806
638	12.09768319
639	12.09593307
640	12.09450876
641	12.09277028
642	12.08974524
643	12.08795494
644	12.08702534
645	12.0846937
646	12.08322751
647	12.08229576
648	12.08155805
649	12.0793915
650	12.07742332
651	12.07658505
652	12.07524206
653	12.07384238
654	12.0724074
655	12.07132859
656	12.06963235
657	12.06812138
658	12.06637447
659	12.06526188
660	12.06434417
661	12.06276141
662	12.06154053
663	12.05973361
664	12.05812273
665	12.05662637
666	12.05454814
667	12.05294729
668	12.05128871
669	12.05057116
670	12.0482636
671	12.04729553
672	12.04582896
673	12.04475774
674	12.04323408
675	12.04244956
676	12.04169684
677	12.04045091
678	12.03875873
679	12.03729298
680	12.03567987
681	12.03382537
682	12.03270912
683	12.03009281
684	12.02824844
685	12.02659315
686	12.02401678
687	12.02300241
688	12.02163207
689	12.02070671
690	12.01911773
691	12.0173107
692	12.01576675
693	12.01328678
694	12.01160034
695	12.00980954
696	12.00949807
697	12.00786463
698	12.00729592
699	12.00636442
700	12.0045002
701	12.00258559
702	12.00144379
703	11.99945308
704	11.9982297
705	11.99690443
706	11.99529468
707	11.99325531
708	11.99105285
709	11.9896726
710	11.98824459
711	11.98680459
712	11.98547431
713	11.98488622
714	11.98270748
715	11.98007084
716	11.97885959
717	11.97747322
718	11.97627392
719	11.97473834
720	11.97307
721	11.9713344
722	11.96915728
723	11.96799296
724	11.96617056
725	11.96496979
726	11.96369108
727	11.96127389
728	11.9600831
729	11.95865037
730	11.95718008
731	11.95460782
732	11.95257879
733	11.95135854
734	11.950667
735	11.94849295
736	11.94685285
737	11.94511501
738	11.94361486
739	11.9423055
740	11.94141324
741	11.93979899
742	11.93878177
743	11.93733061
744	11.9360943
745	11.93451557
746	11.93256002
747	11.93109361
748	11.92871989
749	11.92730628
750	11.92605279
751	11.92447729
752	11.92334608
753	11.92178635
754	11.92045417
755	11.91889869
756	11.91780326
757	11.9166069
758	11.91503862
759	11.91437075
760	11.91223094
761	11.91022504
762	11.90889202
763	11.90793291
764	11.90593194
765	11.90467505
766	11.90370284
767	11.90327392
768	11.90075311
769	11.89916048
770	11.89787677
771	11.89703543
772	11.89624708
773	11.89462202
774	11.8939072
775	11.89213703
776	11.89122508
777	11.88955536
778	11.88895806
779	11.88815049
780	11.88686157
781	11.88467228
782	11.88370924
783	11.88136352
784	11.87982895
785	11.87890685
786	11.87798306
787	11.87633968
788	11.87395647
789	11.87233975
790	11.87126709
791	11.86935773
792	11.86805735
793	11.86688835
794	11.8656606
795	11.86377058
796	11.86194546
797	11.86101012
798	11.85909365
799	11.85695251
800	11.85563854
801	11.85385122
802	11.85267901
803	11.85116674
804	11.84890809
805	11.84739176
806	11.84439113
807	11.84363437
808	11.84218718
809	11.8408801
810	11.83899462
811	11.83766887
812	11.83678066
813	11.83517352
814	11.83440602
815	11.83266815
816	11.83062727
817	11.82903136
818	11.82784116
819	11.82595186
820	11.82437522
821	11.82179982
822	11.82067549
823	11.81960208
824	11.81748886
825	11.81598848
826	11.81395735
827	11.812137
828	11.81091618
829	11.80939122
830	11.80822342
831	11.80714243
832	11.80575989
833	11.80449764
834	11.80204549
835	11.80105385
836	11.79883375
837	11.79709886
838	11.79606029
839	11.79551195
840	11.79434012
841	11.79345363
842	11.79179212
843	11.79038468
844	11.78953511
845	11.78811938
846	11.7870463
847	11.78458373
848	11.78198119
849	11.78083911
850	11.7795206
851	11.77671331
852	11.77522409
853	11.77418438
854	11.77283156
855	11.76987383
856	11.76834755
857	11.76603051
858	11.76497407
859	11.76323736
860	11.76072906
861	11.75871093
862	11.75639249
863	11.75454444
864	11.75337744
865	11.75188974
866	11.75049655
867	11.74810521
868	11.7473961
869	11.74610986
870	11.74489293
871	11.74291219
872	11.74178445
873	11.74041153
874	11.73918595
875	11.73739358
876	11.7346466
877	11.73311055
878	11.73216715
879	11.73027834
880	11.7289829
881	11.72718925
882	11.72510882
883	11.72382981
884	11.72280341
885	11.72144894
886	11.71963235
887	11.71687231
888	11.71566968
889	11.71391222
890	11.71224254
891	11.71035379
892	11.70850414
893	11.70798456
894	11.70600575
895	11.70424356
896	11.70234248
897	11.70077467
898	11.69899828
899	11.69746836
900	11.6962274
901	11.69471557
902	11.69305666
903	11.69147465
904	11.68998843
905	11.68873475
906	11.68780871
907	11.6863048
908	11.68471682
909	11.68281413
910	11.68114573
911	11.68006345
912	11.67840052
913	11.67700647
914	11.67566556
915	11.67420393
916	11.67304143
917	11.67191725
918	11.6697727
919	11.66846758
920	11.66719805
921	11.66540842
922	11.66385862
923	11.66323612
924	11.66127744
925	11.66024509
926	11.65868521
927	11.65732946
928	11.65588828
929	11.65391665
930	11.65281717
931	11.65193079
932	11.65045478
933	11.64895207
934	11.64706962
935	11.64593494
936	11.64424104
937	11.64286374
938	11.64159124
939	11.64104751
940	11.6395754
941	11.63832705
942	11.63720201
943	11.63543683
944	11.63380443
945	11.63172288
946	11.63032939
947	11.6289546
948	11.62635073
949	11.62519555
950	11.62334033
951	11.62242608
952	11.62038724
953	11.61917315
954	11.61750231
955	11.61578207
956	11.61423625
957	11.61280567
958	11.61172057
959	11.61073208
960	11.60924461
961	11.60776994
962	11.6065182
963	11.6047528
964	11.60238837
965	11.60067085
966	11.59870239
967	11.59735675
968	11.59597502
969	11.59560519
970	11.594675
971	11.59320134
972	11.59047083
973	11.58891444
974	11.58664779
975	11.58572249
976	11.58496241
977	11.58328135
978	11.58206002
979	11.58017546
980	11.57867708
981	11.57707537
982	11.57620129
983	11.57452909
984	11.5731284
985	11.57160779
986	11.5689189
987	11.56747788
988	11.56549848
989	11.56395462
990	11.56299708
991	11.56155854
992	11.56039008
993	11.55835519
994	11.55610699
995	11.55521064
996	11.55421182
997	11.55310863
998	11.55218794
999	11.55049436
1000	11.54949476
1001	11.54788721
1002	11.54675935
1003	11.54516987
1004	11.54272566
1005	11.54083794
1006	11.53945279
1007	11.53813163
1008	11.53629955
1009	11.53521537
1010	11.53374802
1011	11.53237671
1012	11.53133201
1013	11.53030895
1014	11.52935774
1015	11.52810776
1016	11.52542479
1017	11.52463164
1018	11.52363984
1019	11.52188671
1020	11.52031547
1021	11.51796235
1022	11.51688424
1023	11.51469271
1024	11.51345704
1025	11.51259988
1026	11.51103432
1027	11.50952374
1028	11.5084499
1029	11.50771953
1030	11.50556979
1031	11.50420514
1032	11.50197749
1033	11.500734
1034	11.50022134
1035	11.49785528
1036	11.49644425
1037	11.49475033
1038	11.49336818
1039	11.49097842
1040	11.49000952
1041	11.48788091
1042	11.4858813
1043	11.48438282
1044	11.4825276
1045	11.48055723
1046	11.47932088
1047	11.4775793
1048	11.47565
1049	11.47385069
1050	11.47233833
1051	11.47056077
1052	11.46957181
1053	11.46872007
1054	11.46661034
1055	11.46443074
1056	11.46442736
1057	11.46320141
1058	11.46192539
1059	11.46023183
1060	11.45745503
1061	11.45626566
1062	11.45520021
1063	11.45309506
1064	11.45066564
1065	11.4494161
1066	11.44833472
1067	11.44778827
1068	11.44632104
1069	11.44544825
1070	11.44366117
1071	11.44249213
1072	11.44109786
1073	11.43972541
1074	11.43779693
1075	11.43669091
1076	11.4351709
1077	11.43395361
1078	11.43198562
1079	11.43041641
1080	11.42896839
1081	11.42765805
1082	11.42633891
1083	11.42583541
1084	11.42359588
1085	11.42222727
1086	11.42052233
1087	11.4193458
1088	11.41840964
1089	11.41740878
1090	11.41485238
1091	11.41326717
1092	11.41231504
1093	11.41154732
1094	11.40998525
1095	11.40719177
1096	11.40633353
1097	11.40482919
1098	11.4033546
1099	11.401776
1100	11.40067519
1101	11.39968776
1102	11.39828148
1103	11.39653691
1104	11.39486825
1105	11.39377354
1106	11.39200736
1107	11.39032006
1108	11.38957558
1109	11.38782911
1110	11.38593221
1111	11.38502082
1112	11.38323259
1113	11.38217329
1114	11.3810128
1115	11.37948582
1116	11.37864746
1117	11.37699888
1118	11.37527126
1119	11.3741989
1120	11.37328888
1121	11.37232628
1122	11.37055817
1123	11.36816085
1124	11.36657093
1125	11.36585484
1126	11.36451788
1127	11.36339779
1128	11.36120559
1129	11.35938956
1130	11.35820644
1131	11.35728828
1132	11.35642512
1133	11.35518861
1134	11.35390646
1135	11.35262253
1136	11.35210374
1137	11.35058057
1138	11.34814978
1139	11.34737444
1140	11.34500761
1141	11.34346229
1142	11.34217714
1143	11.34119939
1144	11.33891244
1145	11.33699691
1146	11.33577577
1147	11.33531241
1148	11.33363895
1149	11.33202553
1150	11.33064229
1151	11.32935396
1152	11.32779915
1153	11.32679176
1154	11.32572271
1155	11.32436336
1156	11.32310136
1157	11.32176747
1158	11.3195699
1159	11.31834302
1160	11.31709839
1161	11.31475509
1162	11.31227901
1163	11.31131937
1164	11.31023917
1165	11.3085805
1166	11.30666991
1167	11.30597151
1168	11.30474121
1169	11.30406268
1170	11.3017937
1171	11.29999355
1172	11.29897488
1173	11.29817639
1174	11.29579028
1175	11.29432208
1176	11.2922718
1177	11.29085652
1178	11.28933381
1179	11.28790159
1180	11.28589956
1181	11.28480138
1182	11.28303147
1183	11.28124897
1184	11.27998781
1185	11.2780602
1186	11.27679288
1187	11.27545297
1188	11.27467316
1189	11.27305496
1190	11.27174526
1191	11.27054425
1192	11.26828143
1193	11.26706846
1194	11.26575286
1195	11.26457957
1196	11.26284423
1197	11.26148907
1198	11.26058655
1199	11.25933766
1200	11.25745987
1201	11.25678625
1202	11.25505806
1203	11.25355197
1204	11.25234943
1205	11.25128508
1206	11.2491223
1207	11.24758687
1208	11.24645518
1209	11.24535508
1210	11.24395658
1211	11.24250726
1212	11.24132036
1213	11.23953486
1214	11.23825191
1215	11.23678874
1216	11.23535785
1217	11.23466417
1218	11.23308272
1219	11.23156321
1220	11.23029483
1221	11.2297729
1222	11.22858255
1223	11.22731716
1224	11.22603326
1225	11.22500272
1226	11.22380014
1227	11.22254393
1228	11.22096778
1229	11.21974365
1230	11.21725376
1231	11.21520564
1232	11.21388507
1233	11.2132584
1234	11.21214813
1235	11.21114119
1236	11.20969691
1237	11.2079764
1238	11.20713532
1239	11.20650359
1240	11.20496096
1241	11.20380074
1242	11.20256472
1243	11.20072743
1244	11.19953996
1245	11.19778537
1246	11.19637986
1247	11.19509801
1248	11.19280206
1249	11.19141786
1250	11.19091788
1251	11.18886832
1252	11.18775917
1253	11.18651995
1254	11.18631274
1255	11.18527621
1256	11.18363184
1257	11.18232437
1258	11.18090886
1259	11.17931196
1260	11.17756412
1261	11.17624382
1262	11.17547767
1263	11.17411691
1264	11.17324963
1265	11.17269653
1266	11.17163938
1267	11.16992508
1268	11.16770828
1269	11.16588316
1270	11.16480229
1271	11.16361556
1272	11.16217915
1273	11.16072343
1274	11.15989172
1275	11.15838485
1276	11.15727524
1277	11.15609661
1278	11.15460081
1279	11.15326672
1280	11.15230438
1281	11.15076118
1282	11.14965497
1283	11.14899623
1284	11.14798373
1285	11.14594982
1286	11.14508504
1287	11.14385709
1288	11.14237906
1289	11.14104849
1290	11.13962411
1291	11.13873143
1292	11.13782442
1293	11.13665725
1294	11.13578277
1295	11.13525246
1296	11.13377513
1297	11.13254977
1298	11.13119427
1299	11.13006096
1300	11.12892392
1301	11.12717248
1302	11.12590167
1303	11.12459367
1304	11.12359215
1305	11.12147895
1306	11.12034074
1307	11.11965612
1308	11.1192684
1309	11.11757284
1310	11.116559
1311	11.11545844
1312	11.11402511
1313	11.11223832
1314	11.11113216
1315	11.1089125
1316	11.10832915
1317	11.10719033
1318	11.10590639
1319	11.10509741
1320	11.10416835
1321	11.1025236
1322	11.1010709
1323	11.09963911
1324	11.09864805
1325	11.09737673
1326	11.09650891
1327	11.09505348
1328	11.09415088
1329	11.09275688
1330	11.09174497
1331	11.0904805
1332	11.08969705
1333	11.08756096
1334	11.08607285
1335	11.08468641
1336	11.082884
1337	11.08094574
1338	11.07943432
1339	11.07722094
1340	11.07593344
1341	11.07434422
1342	11.07320795
1343	11.07119349
1344	11.06968794
1345	11.0678476
1346	11.0665063
1347	11.06525218
1348	11.06358666
1349	11.06211597
1350	11.0599704
1351	11.05805844
1352	11.05528754
1353	11.05384596
1354	11.0524656
1355	11.05128519
1356	11.04975503
1357	11.04870524
1358	11.04679717
1359	11.04549216
1360	11.04488879
1361	11.04334528
1362	11.04269541
1363	11.04150452
1364	11.04014205
1365	11.03896368
1366	11.0378044
1367	11.03652845
1368	11.03523691
1369	11.03359174
1370	11.03254895
1371	11.03127453
1372	11.02994762
1373	11.02880841
1374	11.02688939
1375	11.02580512
1376	11.02398477
1377	11.02300457
1378	11.02219667
1379	11.02107339
1380	11.019587
1381	11.01720743
1382	11.01642827
1383	11.01521843
1384	11.0141749
1385	11.01290597
1386	11.01143589
1387	11.00951557
1388	11.00808295
1389	11.00699085
1390	11.00585559
1391	11.00478516
1392	11.00278259
1393	11.00173137
1394	11.0006278
1395	10.99881917
1396	10.99707408
1397	10.99548055
1398	10.99421
1399	10.99295155
1400	10.99167955
1401	10.99043178
1402	10.98946948
1403	10.98750027
1404	10.98618832
1405	10.98497805
1406	10.98412647
1407	10.98145447
1408	10.98042137
1409	10.97897528
1410	10.97687982
1411	10.9751801
1412	10.97470421
1413	10.97330241
1414	10.97205315
1415	10.97043361
1416	10.96916383
1417	10.96837812
1418	10.96746189
1419	10.96612186
1420	10.96536908
1421	10.96437365
1422	10.96245343
1423	10.96118104
1424	10.95967599
1425	10.95792517
1426	10.95690166
1427	10.95645943
1428	10.95581186
1429	10.95518589
1430	10.95390262
1431	10.95243977
1432	10.95164153
1433	10.95041213
1434	10.94926511
1435	10.94781009
1436	10.94664683
1437	10.94475292
1438	10.94343752
1439	10.94219859
1440	10.94073218
1441	10.93843122
1442	10.93710566
1443	10.93581615
1444	10.93426012
1445	10.93329955
1446	10.9321078
1447	10.92974439
1448	10.92886715
1449	10.92750863
1450	10.92653176
1451	10.92521307
1452	10.92390821
1453	10.92224205
1454	10.92095887
1455	10.92019513
1456	10.91902605
1457	10.91835699
1458	10.91660212
1459	10.91531589
1460	10.91394209
1461	10.91288184
1462	10.91145701
1463	10.90996757
1464	10.90890101
1465	10.90764552
1466	10.90577379
1467	10.90461017
1468	10.90323098
1469	10.90213853
1470	10.90147086
1471	10.90046283
1472	10.89913237
1473	10.89775926
1474	10.89585667
1475	10.89507431
1476	10.89380647
1477	10.89225854
1478	10.89014825
1479	10.8887167
1480	10.88740655
1481	10.88615702
1482	10.88463299
1483	10.88377417
1484	10.88251949
1485	10.87999892
1486	10.87950287
1487	10.87824126
1488	10.87657647
1489	10.87506926
1490	10.87383503
1491	10.87328325
1492	10.87201245
1493	10.87139198
1494	10.86998904
1495	10.86782477
1496	10.86645625
1497	10.86522665
1498	10.86443208
1499	10.86358758
1500	10.86227183
1501	10.86113767
1502	10.85911791
1503	10.8586913
1504	10.85753779
1505	10.85689013
1506	10.85509422
1507	10.85354003
1508	10.85169597
1509	10.85110743
1510	10.8500282
1511	10.84819565
1512	10.84719014
1513	10.84618857
1514	10.84479982
1515	10.84389324
1516	10.84308629
1517	10.84149336
1518	10.83996256
1519	10.83864225
1520	10.83778523
1521	10.83612795
1522	10.8352968
1523	10.83365267
1524	10.83190514
1525	10.83032043
1526	10.82882976
1527	10.82776294
1528	10.82651989
1529	10.82481697
1530	10.82408153
1531	10.8232767
1532	10.8221385
1533	10.82091717
1534	10.81997195
1535	10.81867991
1536	10.81759214
1537	10.81600679
1538	10.81438725
1539	10.813026
1540	10.8124988
1541	10.81009923
1542	10.80860945
1543	10.80683915
1544	10.80550403
1545	10.80457818
1546	10.80362476
1547	10.802693
1548	10.80056969
1549	10.79939587
1550	10.79794475
1551	10.79676631
1552	10.79614684
1553	10.7953765
1554	10.79416002
1555	10.7926215
1556	10.79130625
1557	10.78994499
1558	10.78870564
1559	10.7876377
1560	10.78619416
1561	10.78515733
1562	10.7835298
1563	10.78205215
1564	10.78100536
1565	10.77971902
1566	10.77886076
1567	10.77687881
1568	10.77544764
1569	10.77446944
1570	10.77246569
1571	10.77172232
1572	10.7704481
1573	10.76932787
1574	10.76794015
1575	10.76671793
1576	10.76523854
1577	10.76420461
1578	10.76238305
1579	10.76122413
1580	10.76013371
1581	10.75933455
1582	10.75853678
1583	10.75640795
1584	10.75607593
1585	10.75511105
1586	10.75460119
1587	10.75282884
1588	10.7515192
1589	10.75019765
1590	10.74926632
1591	10.74794928
1592	10.74694137
1593	10.74556142
1594	10.74466977
1595	10.74359757
1596	10.74276752
1597	10.74211068
1598	10.74133823
1599	10.7403191
1600	10.73947865
1601	10.73801585
1602	10.73634564
1603	10.73577663
1604	10.73503162
1605	10.73405961
1606	10.73233568
1607	10.73196499
1608	10.73014797
1609	10.72867709
1610	10.72800234
1611	10.72655901
1612	10.7254016
1613	10.72439144
1614	10.72332099
1615	10.72237004
1616	10.72072137
1617	10.72010145
1618	10.71803546
1619	10.71689072
1620	10.71606383
1621	10.71444305
1622	10.71373077
1623	10.71260489
1624	10.71125325
1625	10.70963773
1626	10.70837969
1627	10.70726371
1628	10.70582379
1629	10.70455174
1630	10.7031495
1631	10.70229934
1632	10.70186085
1633	10.70102977
1634	10.6999723
1635	10.69874226
1636	10.69790798
1637	10.69625948
1638	10.69356876
1639	10.69248436
1640	10.69101064
1641	10.68946949
1642	10.68860704
1643	10.68692172
1644	10.68605835
1645	10.68544859
1646	10.68354145
1647	10.68230905
1648	10.68096665
1649	10.67933942
1650	10.67782423
1651	10.67596771
1652	10.67487609
1653	10.67349787
1654	10.67198811
1655	10.67104605
1656	10.67009637
1657	10.66900328
1658	10.66811106
1659	10.66722507
1660	10.66575867
1661	10.66452704
1662	10.66348423
1663	10.66213502
1664	10.66105964
1665	10.65989182
